date,pmer,cod_tend,dd,ff,td,u,pres,rafper,rr1,rr3,temp_celsius
2021-01-01 00:00:00,100830,1,340,1.7,270.75,96,99920,3.3,0.0,0.0,-1.7999999999999545
2021-01-01 03:00:00,100910,3,10,1.9,270.85,91,100010,3.5,0.0,0.0,-1.0
2021-01-01 06:00:00,100960,2,240,1.4,271.55,92,100060,2.4,0.0,0.0,-0.5
2021-01-01 09:00:00,101100,2,200,0.9,272.95,97,100200,1.7,0.0,0.0,0.20000000000004547
2021-01-01 12:00:00,101140,0,150,1.1,271.95,72,100250,1.9,0.2,0.2,3.400000000000034
2021-01-01 15:00:00,101160,3,260,0.8,272.05,73,100270,1.5,0.0,0.0,3.3000000000000114
2021-01-01 18:00:00,101250,2,170,0.9,272.25,87,100350,1.4,0.0,0.0,1.0
2021-01-01 21:00:00,101370,2,150,1.5,271.95,94,100460,2.3,0.0,0.0,-0.39999999999997726
2021-01-02 00:00:00,101420,1,170,1.3,271.35,98,100510,2.5,0.0,0.0,-1.5
2021-01-02 03:00:00,101460,2,150,1.6,271.75,99,100550,2.4,0.0,0.0,-1.2999999999999545
2021-01-02 06:00:00,101450,5,150,1.5,271.55,97,100540,2.5,0.0,0.0,-1.1999999999999886
2021-01-02 09:00:00,101550,3,200,0.9,273.15,97,100640,2.4,0.0,0.0,0.4000000000000341
2021-01-02 12:00:00,101460,8,280,1.1,276.65,96,100570,2.4,0.0,0.0,4.100000000000023
2021-01-02 15:00:00,101410,6,350,1.8,277.35,92,100520,4.1,0.0,0.0,5.400000000000034
2021-01-02 18:00:00,101440,2,350,1.1,276.85,98,100550,1.9,0.0,0.2,4.0
2021-01-02 21:00:00,101440,8,160,0.9,276.05,99,100540,1.6,0.0,0.0,3.0
2021-01-03 00:00:00,101460,0,100,0.6,275.95,100,100560,1.2,0.0,0.8,2.8000000000000114
2021-01-03 03:00:00,101450,8,80,1.4,275.55,100,100550,3.0,0.0,0.0,2.400000000000034
2021-01-03 06:00:00,101430,6,290,0.5,274.45,100,100530,1.0,0.0,0.0,1.3000000000000114
2021-01-03 09:00:00,101530,3,50,0.5,275.45,100,100630,2.5,0.0,0.0,2.3000000000000114
2021-01-03 12:00:00,101560,0,70,3.2,276.05,99,100660,5.2,0.0,0.0,3.0
2021-01-03 15:00:00,101550,6,30,2.2,275.65,94,100650,3.1,0.0,-0.1,3.400000000000034
2021-01-03 18:00:00,101600,3,10,2.6,275.05,94,100700,4.0,0.0,0.0,2.8000000000000114
2021-01-03 21:00:00,101670,3,40,3.6,273.65,86,100770,6.6,0.0,0.0,2.6000000000000227
2021-01-04 00:00:00,101630,6,40,4.1,273.55,86,100730,7.4,0.0,0.0,2.5
2021-01-04 03:00:00,101580,7,20,2.4,273.55,88,100680,6.6,0.0,0.0,2.2000000000000455
2021-01-04 06:00:00,101490,7,20,2.9,274.55,96,100590,5.2,-0.1,-0.1,2.0
2021-01-04 09:00:00,101550,3,50,2.7,274.65,96,100650,4.7,-0.1,-0.1,2.1000000000000227
2021-01-04 12:00:00,101520,8,50,3.9,274.05,89,100620,7.4,0.0,-0.1,2.5
2021-01-04 15:00:00,101520,5,50,5.0,273.95,89,100620,7.8,-0.1,-0.1,2.400000000000034
2021-01-04 18:00:00,101590,3,50,5.2,274.05,92,100690,8.6,-0.1,-0.1,2.1000000000000227
2021-01-04 21:00:00,101620,1,40,5.0,274.95,95,100720,8.0,-0.1,0.4,2.5
2021-01-05 00:00:00,101620,0,30,4.6,273.95,90,100720,7.8,0.0,-0.1,2.3000000000000114
2021-01-05 03:00:00,101610,8,30,4.7,273.75,91,100710,6.9,-0.1,-0.1,1.900000000000034
2021-01-05 06:00:00,101580,5,40,3.7,274.05,93,100680,6.3,0.0,-0.1,1.900000000000034
2021-01-05 09:00:00,101680,2,50,3.9,274.05,91,100780,8.2,0.0,0.0,2.2000000000000455
2021-01-05 12:00:00,101660,8,50,3.6,274.35,91,100760,5.8,0.0,0.0,2.5
2021-01-05 15:00:00,101650,5,40,3.7,274.25,91,100750,7.0,0.0,0.0,2.400000000000034
2021-01-05 18:00:00,101680,1,50,3.2,274.35,91,100780,6.5,0.0,0.0,2.5
2021-01-05 21:00:00,101740,1,40,2.2,274.35,92,100840,4.6,0.0,0.0,2.400000000000034
2021-01-06 00:00:00,101700,7,50,2.6,274.45,91,100800,3.9,0.0,0.0,2.6000000000000227
2021-01-06 03:00:00,101690,5,20,1.8,274.85,94,100790,3.5,0.0,0.0,2.6000000000000227
2021-01-06 06:00:00,101700,3,50,2.8,274.95,96,100800,4.9,0.0,0.0,2.400000000000034
2021-01-06 09:00:00,101800,3,20,1.6,275.45,96,100900,3.4,0.0,-0.1,2.900000000000034
2021-01-06 12:00:00,101750,8,10,2.1,275.25,88,100850,3.3,0.0,0.0,3.900000000000034
2021-01-06 15:00:00,101720,6,30,2.4,274.75,86,100820,3.4,0.0,0.0,3.7000000000000455
2021-01-06 18:00:00,101770,2,0,0.0,273.65,94,100870,1.2,0.0,-0.1,1.400000000000034
2021-01-06 21:00:00,101790,0,250,1.6,273.85,93,100890,2.0,0.0,0.0,1.7000000000000455
2021-01-07 00:00:00,101760,8,280,0.7,273.85,96,100860,1.8,0.0,0.0,1.3000000000000114
2021-01-07 03:00:00,101720,6,320,1.0,274.25,98,100820,1.5,0.0,0.0,1.400000000000034
2021-01-07 06:00:00,101670,6,300,2.1,274.05,99,100770,2.9,0.0,0.0,1.0
2021-01-07 09:00:00,101750,3,340,1.8,274.05,97,100850,2.6,0.0,0.0,1.3000000000000114
2021-01-07 12:00:00,101720,8,340,1.9,274.75,93,100820,4.6,0.2,0.2,2.6000000000000227
2021-01-07 15:00:00,101680,5,320,1.7,274.45,84,100780,3.7,0.0,-0.1,3.8000000000000114
2021-01-07 18:00:00,101720,2,310,1.3,272.65,92,100810,3.0,0.0,0.0,0.7000000000000455
2021-01-07 21:00:00,101750,0,220,1.3,272.65,92,100840,2.4,0.0,0.0,0.7000000000000455
2021-01-08 00:00:00,101700,8,220,1.5,272.15,94,100790,2.2,0.0,0.0,-0.19999999999998863
2021-01-08 03:00:00,101720,3,190,1.4,271.75,95,100810,1.9,0.0,0.0,-0.6999999999999886
2021-01-08 06:00:00,101680,6,150,0.9,272.35,97,100770,2.1,0.0,0.0,-0.39999999999997726
2021-01-08 09:00:00,101780,3,160,1.7,272.65,95,100870,2.8,0.0,0.0,0.20000000000004547
2021-01-08 12:00:00,101800,0,220,1.2,273.55,83,100900,3.2,0.2,0.2,3.0
2021-01-08 15:00:00,101830,3,90,1.7,274.25,82,100930,2.4,0.0,0.0,3.900000000000034
2021-01-08 18:00:00,101970,1,120,1.7,273.55,93,101060,2.8,0.0,0.0,1.400000000000034
2021-01-08 21:00:00,102130,3,130,1.2,272.45,91,101220,2.3,0.0,0.0,0.6000000000000227
2021-01-09 00:00:00,102200,1,70,1.4,271.25,94,101280,2.3,0.0,0.0,-1.099999999999966
2021-01-09 03:00:00,102270,3,50,1.9,271.85,96,101350,3.3,0.0,0.0,-0.6999999999999886
2021-01-09 06:00:00,102370,3,80,2.3,272.95,100,101460,4.3,0.0,0.0,-0.19999999999998863
2021-01-09 09:00:00,102560,3,80,1.7,272.25,100,101640,3.2,0.0,0.0,-0.8999999999999773
2021-01-09 12:00:00,102600,0,20,0.8,272.15,100,101680,1.9,0.0,0.0,-1.0
2021-01-09 15:00:00,102560,5,0,0.0,272.85,100,101640,1.1,0.0,0.0,-0.2999999999999545
2021-01-09 18:00:00,102680,1,0,0.0,270.65,99,101750,1.3,0.0,0.0,-2.3999999999999773
2021-01-09 21:00:00,102740,3,140,1.4,269.25,99,101810,2.1,0.0,0.0,-3.7999999999999545
2021-01-10 00:00:00,102710,8,120,0.8,268.75,99,101780,1.8,0.0,0.0,-4.2999999999999545
2021-01-10 03:00:00,102690,7,150,1.4,268.55,98,101760,2.0,0.0,0.0,-4.2999999999999545
2021-01-10 06:00:00,102640,6,160,1.1,269.15,98,101710,2.7,0.0,0.0,-3.6999999999999886
2021-01-10 09:00:00,102660,3,140,0.7,271.45,100,101740,2.2,0.0,0.0,-1.6999999999999886
2021-01-10 12:00:00,102600,8,210,0.8,276.15,100,101690,1.9,0.2,0.2,3.0
2021-01-10 15:00:00,102530,6,280,1.5,273.95,77,101630,3.2,0.0,0.0,4.5
2021-01-10 18:00:00,102550,3,330,1.0,274.05,98,101640,1.2,0.0,0.0,1.2000000000000455
2021-01-10 21:00:00,102550,5,190,1.2,273.55,99,101640,2.2,0.0,0.0,0.5
2021-01-11 00:00:00,102470,7,170,1.4,273.55,96,101560,3.1,0.0,0.0,1.0
2021-01-11 03:00:00,102420,7,190,1.2,274.35,96,101510,2.6,0.0,0.0,1.8000000000000114
2021-01-11 06:00:00,102270,7,210,1.8,275.15,94,101370,4.2,0.0,0.0,2.900000000000034
2021-01-11 09:00:00,102250,5,220,2.0,276.45,95,101350,5.0,0.0,0.0,4.0
2021-01-11 12:00:00,102110,8,240,4.0,277.75,86,101220,7.5,-0.1,-0.1,6.800000000000011
2021-01-11 15:00:00,101950,6,250,5.6,279.05,91,101060,12.7,-0.1,-0.1,7.300000000000011
2021-01-11 18:00:00,101840,7,260,8.2,278.65,85,100960,14.0,0.0,0.0,7.900000000000034
2021-01-11 21:00:00,101750,8,260,7.7,279.85,95,100870,13.4,-0.1,-0.1,7.400000000000034
2021-01-12 00:00:00,101560,6,250,8.5,280.35,97,100680,15.3,0.6,1.0,7.600000000000023
2021-01-12 03:00:00,101340,6,250,9.0,280.75,99,100460,19.2,1.2,3.0,7.7000000000000455
2021-01-12 06:00:00,101110,6,260,11.8,281.45,100,100240,20.8,2.2,5.7,8.300000000000011
2021-01-12 09:00:00,101120,3,280,9.2,282.15,100,100250,18.1,2.2,8.0,9.0
2021-01-12 12:00:00,101280,1,310,4.1,281.55,100,100400,9.4,0.2,1.0,8.400000000000034
2021-01-12 15:00:00,101470,3,330,3.8,280.35,98,100590,5.9,-0.1,0.4,7.5
2021-01-12 18:00:00,101750,3,340,2.2,278.35,96,100860,3.5,0.0,0.0,5.800000000000011
2021-01-12 21:00:00,102000,1,320,1.0,273.95,94,101090,3.1,0.0,0.0,1.7000000000000455
2021-01-13 00:00:00,102150,2,240,1.2,274.15,94,101240,2.1,0.0,0.0,1.900000000000034
2021-01-13 03:00:00,102140,5,200,0.6,273.75,94,101230,1.6,0.0,0.0,1.5
2021-01-13 06:00:00,102060,8,180,1.2,274.25,95,101150,2.8,0.0,0.0,1.8000000000000114
2021-01-13 09:00:00,102010,6,170,1.3,276.95,100,101110,2.6,-0.1,-0.1,3.8000000000000114
2021-01-13 12:00:00,101860,8,280,6.8,282.15,100,100980,10.6,1.2,2.0,9.0
2021-01-13 15:00:00,101760,6,280,8.7,282.25,100,100880,15.5,1.6,5.9,9.100000000000023
2021-01-13 18:00:00,101790,3,280,8.2,282.15,100,100910,14.2,0.8,1.8,9.0
2021-01-13 21:00:00,101860,3,270,7.5,282.15,100,100980,15.1,0.8,1.2,9.0
2021-01-14 00:00:00,101880,0,280,7.8,282.15,98,101000,12.3,0.0,-0.1,9.300000000000011
2021-01-14 03:00:00,101750,7,270,5.5,282.25,100,100870,12.2,2.2,3.2,9.100000000000023
2021-01-14 06:00:00,101620,8,270,5.5,282.15,100,100740,8.9,3.2,11.1,9.0
2021-01-14 09:00:00,101530,7,250,6.4,282.35,100,100650,12.0,1.7,4.9,9.200000000000045
2021-01-14 12:00:00,101330,8,100,4.0,278.55,100,100440,6.4,5.3,10.9,5.400000000000034
2021-01-14 15:00:00,101050,6,340,1.2,281.05,100,100170,2.8,3.4,11.6,7.900000000000034
2021-01-14 18:00:00,101340,3,30,3.7,276.95,100,100450,5.7,0.8,2.5,3.8000000000000114
2021-01-14 21:00:00,101790,3,30,6.5,274.25,96,100890,12.6,-0.1,1.0,1.7000000000000455
2021-01-15 00:00:00,102140,1,30,6.2,273.95,96,101230,11.4,-0.1,-0.1,1.400000000000034
2021-01-15 03:00:00,102390,3,10,4.2,273.05,91,101480,6.3,0.0,0.0,1.2000000000000455
2021-01-15 06:00:00,102640,3,10,3.0,271.95,93,101720,5.3,0.0,0.0,-0.19999999999998863
2021-01-15 09:00:00,102960,3,20,3.2,272.05,93,102040,4.8,0.0,0.0,-0.0999999999999659
2021-01-15 12:00:00,103120,1,40,4.7,270.05,70,102200,7.3,0.0,0.0,1.8000000000000114
2021-01-15 15:00:00,103120,5,60,2.1,269.45,67,102200,4.4,0.0,0.0,1.8000000000000114
2021-01-15 18:00:00,103170,2,0,0.0,269.45,82,102240,1.4,0.0,0.0,-1.0
2021-01-15 21:00:00,103200,0,170,0.8,269.75,88,102270,1.4,0.0,0.0,-1.6999999999999886
2021-01-16 00:00:00,103140,8,160,1.2,269.75,94,102210,1.8,0.0,0.0,-2.599999999999966
2021-01-16 03:00:00,103030,6,170,1.0,269.55,94,102100,1.8,0.0,0.0,-2.7999999999999545
2021-01-16 06:00:00,102820,7,150,2.6,269.95,91,101890,4.0,0.0,0.0,-1.8999999999999773
2021-01-16 09:00:00,102600,6,170,2.8,271.55,98,101680,7.1,-0.1,-0.1,-1.2999999999999545
2021-01-16 12:00:00,102190,8,150,4.2,273.15,100,101280,7.0,-0.1,-0.1,0.0
2021-01-16 15:00:00,101790,6,160,4.2,273.75,100,100880,8.0,-0.1,-0.1,0.6000000000000227
2021-01-16 18:00:00,101620,5,250,3.2,277.05,100,100730,6.5,0.4,0.6,3.900000000000034
2021-01-16 21:00:00,101790,1,300,2.9,277.65,99,100900,5.7,0.0,1.2,4.600000000000023
2021-01-17 00:00:00,101840,3,300,3.2,278.25,98,100950,5.9,-0.1,0.6,5.400000000000034
2021-01-17 03:00:00,101880,3,310,3.6,277.85,91,100990,5.9,0.0,0.4,6.100000000000023
2021-01-17 06:00:00,101960,1,300,4.5,276.25,82,101070,8.8,0.0,0.0,5.900000000000034
2021-01-17 09:00:00,102230,3,320,4.4,276.95,88,101340,7.4,0.0,-0.1,5.600000000000023
2021-01-17 12:00:00,102440,1,320,7.0,276.55,82,101550,10.7,0.0,0.0,6.2000000000000455
2021-01-17 15:00:00,102550,3,310,3.7,276.25,81,101650,6.7,0.0,0.0,6.100000000000023
2021-01-17 18:00:00,102710,1,270,2.7,276.25,88,101810,3.5,0.0,0.0,4.900000000000034
2021-01-17 21:00:00,102730,0,270,1.9,275.65,89,101830,3.0,0.0,0.0,4.2000000000000455
2021-01-18 00:00:00,102740,0,260,3.3,275.15,91,101830,4.3,0.0,0.0,3.3000000000000114
2021-01-18 03:00:00,102710,5,200,1.1,274.25,97,101800,2.4,0.0,0.0,1.5
2021-01-18 06:00:00,102600,6,200,1.4,274.65,98,101690,3.0,0.0,0.0,1.8000000000000114
2021-01-18 09:00:00,102610,2,200,2.1,275.95,99,101700,4.6,0.0,0.0,2.900000000000034
2021-01-18 12:00:00,102520,8,230,3.0,278.55,97,101620,6.3,0.2,0.8,5.800000000000011
2021-01-18 15:00:00,102330,6,250,2.3,278.15,94,101440,5.7,-0.1,0.2,5.900000000000034
2021-01-18 18:00:00,102260,6,200,1.7,275.95,87,101360,4.3,0.0,0.0,4.800000000000011
2021-01-18 21:00:00,102070,8,190,2.1,275.15,84,101170,5.1,0.0,0.0,4.5
2021-01-19 00:00:00,101800,8,200,2.8,277.25,89,100910,8.7,0.0,0.0,5.800000000000011
2021-01-19 03:00:00,101430,8,200,4.2,277.95,89,100550,9.4,-0.1,-0.1,6.5
2021-01-19 06:00:00,101170,6,220,4.2,279.65,95,100290,11.8,0.2,1.6,7.2000000000000455
2021-01-19 09:00:00,101170,5,240,5.9,281.25,98,100290,12.6,-0.1,0.2,8.400000000000034
2021-01-19 12:00:00,101140,8,230,5.1,280.65,89,100270,10.8,0.0,0.0,9.200000000000045
2021-01-19 15:00:00,100980,6,220,2.6,279.55,85,100110,7.0,0.0,0.0,8.800000000000011
2021-01-19 18:00:00,100800,8,190,3.0,278.95,87,99930,6.7,0.0,0.0,7.800000000000011
2021-01-19 21:00:00,100600,8,180,3.2,278.25,84,99730,8.8,0.0,0.0,7.600000000000023
2021-01-20 00:00:00,100360,6,180,3.4,279.05,90,99490,9.1,-0.1,-0.1,7.400000000000034
2021-01-20 03:00:00,100150,6,200,3.2,279.25,91,99280,10.2,-0.1,-0.1,7.5
2021-01-20 06:00:00,99970,6,190,3.7,278.15,83,99100,9.1,-0.1,0.2,7.7000000000000455
2021-01-20 09:00:00,99830,8,170,4.4,277.75,84,98960,8.9,0.2,0.2,7.100000000000023
2021-01-20 12:00:00,99570,7,170,4.3,276.65,72,98710,14.0,0.0,0.2,8.300000000000011
2021-01-20 15:00:00,99270,6,170,4.9,276.55,66,98410,11.9,0.0,0.0,9.400000000000034
2021-01-20 18:00:00,99120,7,180,5.4,276.75,66,98270,13.6,-0.1,-0.1,9.700000000000045
2021-01-20 21:00:00,98750,8,160,6.9,277.55,70,97900,13.9,0.0,0.0,9.600000000000023
2021-01-21 00:00:00,98350,6,180,7.3,279.95,80,97500,19.5,0.0,-0.1,10.100000000000023
2021-01-21 03:00:00,98860,3,260,11.2,278.65,90,98000,20.1,0.2,3.3,7.0
2021-01-21 06:00:00,99210,1,230,3.1,276.15,84,98340,8.6,0.0,0.0,5.5
2021-01-21 09:00:00,99360,1,210,3.7,276.45,84,98490,10.0,0.0,0.0,5.800000000000011
2021-01-21 12:00:00,99300,8,210,4.2,276.75,75,98440,10.8,0.0,0.0,7.800000000000011
2021-01-21 15:00:00,99030,8,160,3.5,278.15,92,98170,7.7,0.6,0.6,6.2000000000000455
2021-01-21 18:00:00,98340,6,190,4.5,280.55,91,97490,10.5,-0.1,4.6,8.800000000000011
2021-01-21 21:00:00,98540,3,320,5.0,277.85,99,97680,8.0,1.4,2.6,4.800000000000011
2021-01-22 00:00:00,98940,1,220,1.3,276.65,99,98070,3.5,0.0,1.2,3.6000000000000227
2021-01-22 03:00:00,99090,1,250,4.1,276.25,93,98220,6.3,-0.1,0.2,4.100000000000023
2021-01-22 06:00:00,99180,2,200,1.1,275.75,97,98300,3.7,0.0,0.0,3.0
2021-01-22 09:00:00,99400,1,200,0.7,276.25,97,98520,3.7,0.0,0.0,3.5
2021-01-22 12:00:00,99570,1,230,1.5,277.95,87,98700,4.1,0.0,0.0,6.800000000000011
2021-01-22 15:00:00,99620,3,250,2.8,275.95,75,98750,4.8,0.0,0.0,6.900000000000034
2021-01-22 18:00:00,99730,3,230,1.7,275.85,90,98850,3.7,0.0,0.0,4.2000000000000455
2021-01-22 21:00:00,99710,5,190,2.1,275.95,91,98830,4.4,0.0,0.0,4.100000000000023
2021-01-23 00:00:00,99730,3,230,2.5,275.95,92,98850,5.3,0.0,0.6,4.0
2021-01-23 03:00:00,99670,6,210,1.9,275.65,95,98790,5.9,0.4,0.8,3.2000000000000455
2021-01-23 06:00:00,99520,7,210,1.2,275.15,94,98640,4.1,0.0,-0.1,2.900000000000034
2021-01-23 09:00:00,99400,8,90,2.1,275.05,97,98520,3.8,0.0,0.0,2.3000000000000114
2021-01-23 12:00:00,99360,6,80,1.6,275.65,96,98480,4.3,0.2,0.2,3.1000000000000227
2021-01-23 15:00:00,99440,3,330,2.3,275.35,98,98560,6.1,0.8,1.8,2.5
2021-01-23 18:00:00,99610,1,300,2.5,274.65,100,98730,3.5,0.0,0.2,1.5
2021-01-23 21:00:00,99810,3,300,2.9,272.35,88,98920,4.7,0.0,0.0,1.0
2021-01-24 00:00:00,99920,3,310,4.5,271.75,79,99030,7.0,0.0,0.0,1.900000000000034
2021-01-24 03:00:00,100070,3,300,2.5,271.65,85,99180,5.0,0.0,0.0,0.7000000000000455
2021-01-24 06:00:00,100090,3,170,1.3,271.65,90,99200,2.6,0.0,0.0,-0.0999999999999659
2021-01-24 09:00:00,100090,0,160,2.4,271.45,87,99200,4.7,0.0,0.0,0.20000000000004547
2021-01-24 12:00:00,99870,8,160,3.9,272.55,88,98980,7.8,-0.1,-0.1,1.2000000000000455
2021-01-24 15:00:00,99640,6,190,1.6,274.15,99,98750,5.4,1.2,3.4,1.1000000000000227
2021-01-24 18:00:00,99590,6,200,2.7,273.95,98,98700,7.2,0.4,3.7,1.1000000000000227
2021-01-24 21:00:00,99570,6,220,2.6,274.25,98,98690,6.2,0.0,-0.1,1.400000000000034
2021-01-25 00:00:00,99740,3,260,2.7,273.65,99,98850,6.3,0.2,0.6,0.6000000000000227
2021-01-25 03:00:00,99910,2,290,2.3,274.15,98,99020,6.3,0.4,0.6,1.3000000000000114
2021-01-25 06:00:00,100250,3,340,6.5,273.65,92,99360,10.6,0.0,-0.1,1.7000000000000455
2021-01-25 09:00:00,100700,1,320,3.4,273.45,91,99810,6.8,0.0,0.0,1.6000000000000227
2021-01-25 12:00:00,101020,1,330,5.1,271.25,62,100130,8.3,0.0,0.0,4.800000000000011
2021-01-25 15:00:00,101210,3,290,6.1,273.25,71,100320,8.2,0.0,0.0,4.900000000000034
2021-01-25 18:00:00,101450,2,280,3.2,273.35,84,100550,5.6,0.0,0.0,2.6000000000000227
2021-01-25 21:00:00,101650,3,280,3.0,272.25,80,100750,5.3,0.0,0.0,2.2000000000000455
2021-01-26 00:00:00,101760,1,290,3.3,272.55,86,100860,5.5,0.0,0.0,1.5
2021-01-26 03:00:00,101930,2,280,2.9,271.95,84,101020,4.6,0.0,0.0,1.2000000000000455
2021-01-26 06:00:00,101990,2,210,1.2,273.55,91,101080,4.6,0.0,0.0,1.7000000000000455
2021-01-26 09:00:00,102130,3,200,1.0,274.75,96,101230,3.0,0.2,1.0,2.2000000000000455
2021-01-26 12:00:00,102080,8,200,1.7,273.85,78,101180,4.4,0.0,-0.1,4.2000000000000455
2021-01-26 15:00:00,101990,6,210,2.1,272.15,69,101090,6.5,0.0,0.0,4.2000000000000455
2021-01-26 18:00:00,101860,6,160,2.4,272.15,75,100960,5.7,0.0,0.0,3.0
2021-01-26 21:00:00,101710,7,170,3.3,272.35,79,100810,8.9,-0.1,-0.1,2.5
2021-01-27 00:00:00,101510,6,170,3.0,274.05,96,100610,8.3,0.6,2.4,1.5
2021-01-27 03:00:00,101330,6,180,1.8,275.25,99,100430,5.4,-0.1,-0.1,2.2000000000000455
2021-01-27 06:00:00,101250,6,220,1.8,276.65,100,100360,6.1,0.0,0.0,3.5
2021-01-27 09:00:00,101340,3,210,1.2,278.25,100,100450,4.6,-0.1,-0.1,5.100000000000023
2021-01-27 12:00:00,101420,1,220,0.9,280.65,100,100540,2.5,0.2,1.0,7.5
2021-01-27 15:00:00,101350,6,260,3.7,281.65,100,100470,6.0,0.2,0.4,8.5
2021-01-27 18:00:00,101320,6,260,3.6,281.65,100,100440,5.3,0.2,0.6,8.5
2021-01-27 21:00:00,101260,7,180,1.0,281.05,100,100380,2.2,0.8,1.0,7.900000000000034
2021-01-28 00:00:00,101030,8,180,1.7,281.25,100,100160,3.5,0.6,2.2,8.100000000000023
2021-01-28 03:00:00,100640,6,190,1.5,281.85,100,99770,3.8,1.2,5.1,8.700000000000045
2021-01-28 06:00:00,100310,8,240,5.2,284.05,100,99450,11.4,1.2,5.6,10.900000000000034
2021-01-28 09:00:00,100400,3,270,12.3,283.75,100,99540,19.2,-0.1,1.8,10.600000000000023
2021-01-28 12:00:00,100560,1,270,11.8,284.15,99,99700,18.9,-0.1,-0.1,11.200000000000045
2021-01-28 15:00:00,100540,6,270,10.1,283.55,96,99680,20.4,0.0,0.0,11.0
2021-01-28 18:00:00,100560,1,260,7.6,282.85,92,99700,13.2,0.0,0.0,10.900000000000034
2021-01-28 21:00:00,100310,8,220,1.8,283.75,100,99450,5.6,0.4,0.6,10.600000000000023
2021-01-29 00:00:00,99930,8,210,2.9,284.05,100,99070,6.8,0.4,4.8,10.900000000000034
2021-01-29 03:00:00,99910,5,260,12.5,282.95,100,99050,21.0,0.2,5.9,9.800000000000011
2021-01-29 06:00:00,100000,0,260,11.2,282.05,95,99140,17.5,0.0,0.0,9.700000000000045
2021-01-29 09:00:00,100020,0,250,10.0,280.85,86,99160,18.4,0.0,0.0,9.900000000000034
2021-01-29 12:00:00,99950,8,250,11.1,281.05,93,99090,21.2,0.2,1.0,9.0
2021-01-29 15:00:00,100120,3,280,10.4,280.35,86,99260,20.6,-0.1,0.8,9.400000000000034
2021-01-29 18:00:00,100410,1,270,9.2,280.55,90,99540,15.4,0.0,0.0,9.0
2021-01-29 21:00:00,100470,0,260,7.6,280.25,91,99600,14.8,0.0,0.0,8.5
2021-01-30 00:00:00,100370,7,210,1.1,279.25,92,99500,5.7,0.0,0.0,7.300000000000011
2021-01-30 03:00:00,100120,8,180,1.7,279.45,94,99250,3.7,-0.1,-0.1,7.2000000000000455
2021-01-30 06:00:00,99750,8,100,4.1,279.65,100,98880,6.1,1.0,2.8,6.5
2021-01-30 09:00:00,99490,6,90,4.1,280.05,100,98620,7.4,1.2,5.7,6.900000000000034
2021-01-30 12:00:00,99450,7,90,3.9,280.45,100,98590,7.9,3.0,8.6,7.300000000000011
2021-01-30 15:00:00,99370,6,70,5.4,280.25,97,98510,7.8,0.0,0.4,7.5
2021-01-30 18:00:00,99540,3,70,7.1,277.95,100,98670,11.4,2.4,5.6,4.800000000000011
2021-01-30 21:00:00,99720,3,70,8.4,276.25,99,98840,12.4,0.2,2.3,3.2000000000000455
2021-01-31 00:00:00,99880,3,60,8.5,275.35,97,99000,12.1,0.0,0.4,2.6000000000000227
2021-01-31 03:00:00,99970,0,70,6.4,274.15,93,99080,11.5,0.0,0.0,2.0
2021-01-31 06:00:00,100090,1,70,4.8,273.85,94,99200,7.4,0.0,0.0,1.6000000000000227
2021-01-31 09:00:00,100110,1,80,3.2,273.85,94,99220,7.0,0.0,0.0,1.6000000000000227
2021-01-31 12:00:00,99900,7,120,3.2,275.55,95,99020,5.7,0.0,0.0,3.1000000000000227
2021-01-31 15:00:00,99540,7,120,3.9,277.05,100,98660,6.5,-0.1,-0.1,3.900000000000034
2021-01-31 18:00:00,99210,6,110,2.7,277.95,100,98340,5.9,1.6,2.8,4.800000000000011
2021-01-31 21:00:00,98920,6,110,3.5,278.65,100,98050,5.6,0.4,2.2,5.5
2021-02-01 00:00:00,98870,6,110,2.2,279.15,100,98010,3.8,0.4,0.6,6.0
2021-02-01 03:00:00,98870,5,80,1.3,279.15,100,98010,2.0,-0.1,1.0,6.0
2021-02-01 06:00:00,99060,3,310,2.3,278.75,100,98190,3.7,0.2,0.4,5.600000000000023
2021-02-01 09:00:00,99360,3,310,2.3,278.75,100,98490,3.7,0.0,-0.1,5.600000000000023
2021-02-01 12:00:00,99650,1,320,3.9,279.05,98,98780,3.7,0.0,0.0,6.2000000000000455
2021-02-01 15:00:00,99970,1,300,4.0,278.25,96,99100,6.1,0.0,-0.1,5.7000000000000455
2021-02-01 18:00:00,100250,3,300,4.0,277.25,93,99370,6.1,0.0,0.0,5.100000000000023
2021-02-01 21:00:00,100390,3,300,4.0,277.15,93,99510,6.1,0.0,0.0,5.0
2021-02-02 00:00:00,100320,5,300,4.0,277.55,93,99440,6.1,0.0,0.0,5.400000000000034
2021-02-02 03:00:00,99900,8,300,4.0,279.05,98,99030,6.1,0.6,0.8,6.2000000000000455
2021-02-02 06:00:00,99710,8,300,4.0,281.75,100,98850,6.1,0.2,2.2,8.600000000000023
2021-02-02 09:00:00,99810,3,300,4.0,283.45,96,98950,6.1,-0.1,0.6,10.900000000000034
2021-02-02 12:00:00,99950,1,300,4.0,282.75,85,99100,6.1,0.0,0.4,12.0
2021-02-02 15:00:00,99920,7,210,1.8,284.15,94,99070,10.3,0.4,0.6,11.900000000000034
2021-02-02 18:00:00,99960,0,190,1.7,282.35,91,99100,4.8,0.0,0.4,10.600000000000023
2021-02-02 21:00:00,99940,6,210,3.5,281.55,84,99080,8.4,0.0,0.0,11.0
