date,pmer,cod_tend,dd,ff,td,u,pres,rafper,rr1,rr3,temp_celsius
2022-11-30 18:00:00,102640,1,30,1.5,278.25,98,101740,3.6,0.0,0.0,5.400000000000034
2022-11-30 21:00:00,102730,1,350,1.0,277.55,98,101830,2.5,0.0,0.0,4.7000000000000455
2022-12-01 00:00:00,102730,5,310,1.9,276.25,98,101820,3.4,0.0,0.0,3.400000000000034
2022-12-01 03:00:00,102750,0,90,1.1,276.85,99,101850,2.0,0.0,0.0,3.8000000000000114
2022-12-01 06:00:00,102760,3,80,3.6,277.05,99,101860,7.7,0.0,0.0,4.0
2022-12-01 09:00:00,102860,1,60,3.2,276.65,95,101960,6.8,0.0,0.0,4.2000000000000455
2022-12-01 12:00:00,102800,8,50,4.8,276.95,87,101900,7.3,0.0,0.0,5.800000000000011
2022-12-01 15:00:00,102710,5,40,3.8,276.85,88,101810,6.2,0.0,0.0,5.5
2022-12-01 18:00:00,102750,3,360,1.7,274.15,95,101840,3.0,0.0,-0.1,1.7000000000000455
2022-12-01 21:00:00,102760,4,350,1.7,272.55,95,101840,2.3,0.0,0.0,0.10000000000002274
2022-12-02 00:00:00,102660,8,40,2.2,273.35,97,101750,2.9,0.0,0.0,0.6000000000000227
2022-12-02 03:00:00,102520,6,50,2.0,273.55,98,101610,4.3,0.0,0.0,0.7000000000000455
2022-12-02 06:00:00,102420,7,330,0.8,273.55,98,101510,1.1,0.0,0.0,0.7000000000000455
2022-12-02 09:00:00,102400,7,0,0.0,274.55,98,101490,1.2,0.0,0.0,1.7000000000000455
2022-12-02 12:00:00,102250,8,30,5.0,276.45,89,101350,9.9,0.0,0.2,5.0
2022-12-02 15:00:00,102140,6,40,5.7,274.65,84,101240,10.1,0.0,0.0,4.0
2022-12-02 18:00:00,102180,0,40,3.7,274.65,88,101280,9.5,0.0,0.0,3.3000000000000114
2022-12-02 21:00:00,102140,6,50,6.4,274.15,87,101240,10.6,0.0,0.0,3.0
2022-12-03 00:00:00,102120,8,50,7.5,273.55,87,101220,12.3,0.0,0.0,2.3000000000000114
2022-12-03 03:00:00,102070,7,50,5.6,272.65,83,101170,9.4,0.0,0.0,2.1000000000000227
2022-12-03 06:00:00,102010,7,60,5.7,272.65,84,101110,9.5,0.0,0.0,1.900000000000034
2022-12-03 09:00:00,101970,7,70,6.1,272.45,83,101070,10.0,0.0,0.0,1.900000000000034
2022-12-03 12:00:00,101850,8,70,5.9,272.55,84,100950,8.6,0.0,0.0,1.8000000000000114
2022-12-03 15:00:00,101750,6,80,5.4,272.85,84,100850,7.9,0.0,0.0,2.1000000000000227
2022-12-03 18:00:00,101690,6,90,4.8,273.05,86,100790,8.4,0.0,0.0,2.0
2022-12-03 21:00:00,101630,6,70,3.9,273.05,88,100730,6.6,0.0,0.0,1.7000000000000455
2022-12-04 00:00:00,101550,8,70,4.3,272.75,88,100650,7.8,0.0,0.0,1.400000000000034
2022-12-04 03:00:00,101480,7,80,5.8,272.75,86,100580,8.9,0.0,0.0,1.7000000000000455
2022-12-04 06:00:00,101450,7,80,5.5,272.85,88,100550,9.2,0.0,0.0,1.5
2022-12-04 09:00:00,101520,2,90,5.1,272.95,89,100620,8.9,0.0,0.0,1.400000000000034
2022-12-04 12:00:00,101500,8,70,4.5,273.35,90,100600,8.2,0.0,0.0,1.7000000000000455
2022-12-04 15:00:00,101510,3,70,4.9,273.05,89,100610,8.3,0.0,0.0,1.5
2022-12-04 18:00:00,101640,3,50,3.8,272.65,88,100740,7.2,0.0,0.0,1.3000000000000114
2022-12-04 21:00:00,101730,2,50,3.0,272.65,88,100830,5.3,0.0,0.0,1.3000000000000114
2022-12-05 00:00:00,101790,1,30,1.7,272.75,89,100880,3.1,0.0,0.0,1.2000000000000455
2022-12-05 03:00:00,101850,1,30,2.7,273.05,91,100940,4.5,-0.1,-0.1,1.2000000000000455
2022-12-05 06:00:00,101920,3,330,1.5,273.35,96,101010,2.2,-0.1,-0.1,0.8000000000000114
2022-12-05 09:00:00,102090,3,300,1.5,273.95,97,101180,2.3,-0.1,-0.1,1.2000000000000455
2022-12-05 12:00:00,102100,1,330,1.5,274.95,92,101200,2.8,0.0,-0.1,3.0
2022-12-05 15:00:00,102090,6,350,1.8,275.25,92,101190,3.1,0.0,0.0,3.3000000000000114
2022-12-05 18:00:00,102200,1,300,1.4,275.55,95,101300,1.8,-0.1,-0.1,3.1000000000000227
2022-12-05 21:00:00,102270,2,280,1.2,274.95,96,101360,2.5,0.0,0.0,2.400000000000034
2022-12-06 00:00:00,102250,8,240,1.2,274.85,97,101340,2.2,0.0,0.0,2.1000000000000227
2022-12-06 03:00:00,102210,7,310,1.2,273.95,97,101300,2.6,0.0,0.0,1.2000000000000455
2022-12-06 06:00:00,102170,5,190,0.7,272.55,98,101260,2.2,0.0,0.0,-0.2999999999999545
2022-12-06 09:00:00,102260,3,320,1.2,274.45,98,101350,2.2,0.2,0.2,1.6000000000000227
2022-12-06 12:00:00,102230,8,330,1.5,279.15,96,101340,2.7,0.0,0.0,6.600000000000023
2022-12-06 15:00:00,102150,5,350,1.7,276.45,85,101260,3.6,0.0,0.0,5.600000000000023
2022-12-06 18:00:00,102170,3,340,1.6,275.35,94,101270,2.7,0.0,0.0,3.1000000000000227
2022-12-06 21:00:00,102220,1,330,3.1,273.25,95,101310,3.6,0.0,0.0,0.8000000000000114
2022-12-07 00:00:00,102230,0,270,1.1,273.35,97,101320,3.4,0.0,0.0,0.6000000000000227
2022-12-07 03:00:00,102160,6,280,1.5,274.25,98,101250,2.7,0.0,0.0,1.400000000000034
2022-12-07 06:00:00,102120,6,310,1.5,273.85,98,101210,2.8,0.0,0.0,1.0
2022-12-07 09:00:00,102170,3,340,2.9,276.05,98,101270,5.5,0.0,0.0,3.2000000000000455
2022-12-07 12:00:00,102010,8,350,2.8,277.35,85,101120,6.2,0.0,0.0,6.5
2022-12-07 15:00:00,101880,6,350,2.5,276.45,91,100990,4.4,0.0,0.0,4.600000000000023
2022-12-07 18:00:00,101780,6,10,0.9,274.65,94,100880,2.4,0.0,0.2,2.400000000000034
2022-12-07 21:00:00,101660,7,210,0.7,273.55,96,100760,1.9,0.0,0.0,1.0
2022-12-08 00:00:00,101530,8,120,1.8,273.05,97,100620,2.9,0.0,0.0,0.30000000000001137
2022-12-08 03:00:00,101380,7,150,1.3,272.95,98,100470,2.5,-0.1,-0.1,0.10000000000002274
2022-12-08 06:00:00,101220,6,180,0.8,273.75,98,100320,5.1,-0.1,-0.1,0.9000000000000341
2022-12-08 09:00:00,101170,7,110,0.7,273.65,98,100270,2.2,0.0,0.0,0.8000000000000114
2022-12-08 12:00:00,101010,8,230,0.7,275.45,82,100120,2.7,0.0,0.6,5.100000000000023
2022-12-08 15:00:00,100930,6,0,0.0,273.35,80,100040,2.1,0.0,0.0,3.3000000000000114
2022-12-08 18:00:00,100910,8,120,0.9,272.75,89,100010,1.6,0.0,0.0,1.2000000000000455
2022-12-08 21:00:00,100910,8,160,0.9,270.15,95,100000,3.0,0.0,0.0,-2.2999999999999545
2022-12-09 00:00:00,100870,8,170,1.4,269.35,97,99960,3.2,0.0,0.0,-3.3999999999999773
2022-12-09 03:00:00,100790,8,0,0.0,267.45,96,99870,1.6,0.0,0.0,-5.199999999999989
2022-12-09 06:00:00,100720,6,170,0.8,267.55,96,99800,2.2,0.0,0.0,-5.099999999999966
2022-12-09 09:00:00,100730,3,160,1.5,269.45,96,99820,2.9,0.0,0.0,-3.1999999999999886
2022-12-09 12:00:00,100710,8,0,0.0,273.45,97,99810,2.2,0.0,0.0,0.7000000000000455
2022-12-09 15:00:00,100690,5,280,1.7,274.45,92,99800,3.1,0.0,0.2,2.5
2022-12-09 18:00:00,100750,3,270,1.6,273.25,95,99850,2.8,0.0,0.0,0.8000000000000114
2022-12-09 21:00:00,100860,3,280,1.9,271.15,96,99950,2.9,0.0,0.0,-1.3999999999999773
2022-12-10 00:00:00,100930,1,160,1.4,271.95,97,100030,2.4,0.0,0.0,-0.7999999999999545
2022-12-10 03:00:00,101010,1,220,0.6,271.15,98,100100,1.8,0.0,0.0,-1.6999999999999886
2022-12-10 06:00:00,101050,3,140,2.1,270.05,98,100140,2.7,0.0,0.0,-2.7999999999999545
2022-12-10 09:00:00,101130,1,140,2.4,270.95,98,100220,3.6,0.0,0.0,-1.8999999999999773
2022-12-10 12:00:00,101200,1,190,1.0,274.35,98,100300,4.7,-0.1,-0.1,1.5
2022-12-10 15:00:00,101200,5,200,1.0,274.55,97,100300,3.0,-0.1,-0.1,1.8000000000000114
2022-12-10 18:00:00,101230,0,160,1.5,273.75,96,100330,2.8,-0.1,-0.1,1.2000000000000455
2022-12-10 21:00:00,101200,8,160,1.6,273.45,97,100300,3.6,-0.1,-0.1,0.7000000000000455
2022-12-11 00:00:00,101130,6,180,1.6,273.45,97,100230,5.8,0.0,-0.1,0.7000000000000455
2022-12-11 03:00:00,101030,7,180,1.8,272.65,94,100130,5.0,0.0,-0.1,0.4000000000000341
2022-12-11 06:00:00,100950,6,160,2.9,271.85,93,100050,7.0,-0.1,-0.1,-0.2999999999999545
2022-12-11 09:00:00,100960,3,150,3.8,271.65,92,100060,6.9,0.0,0.0,-0.39999999999997726
2022-12-11 12:00:00,100930,8,160,2.5,271.55,91,100030,8.2,0.0,0.0,-0.2999999999999545
2022-12-11 15:00:00,100870,5,160,3.4,271.05,87,99970,8.0,0.0,0.0,-0.19999999999998863
2022-12-11 18:00:00,100830,8,160,2.7,270.75,86,99930,7.6,0.0,0.0,-0.2999999999999545
2022-12-11 21:00:00,100860,3,150,3.7,270.75,87,99960,8.4,0.0,0.0,-0.5
2022-12-12 00:00:00,100950,3,140,5.1,270.05,92,100040,9.0,0.0,0.0,-2.0
2022-12-12 03:00:00,100980,0,140,4.1,270.05,93,100070,7.6,-0.1,-0.1,-2.099999999999966
2022-12-12 06:00:00,101020,3,150,3.3,270.15,92,100110,8.2,0.0,-0.1,-1.8999999999999773
2022-12-12 09:00:00,101130,1,130,3.6,269.85,94,100220,7.9,0.0,0.0,-2.5
2022-12-12 12:00:00,101070,8,120,4.2,269.45,90,100160,8.5,0.0,0.0,-2.2999999999999545
2022-12-12 15:00:00,101010,5,150,3.8,269.45,86,100100,8.3,0.0,0.0,-1.6999999999999886
2022-12-12 18:00:00,100990,8,100,4.2,269.15,91,100080,7.3,0.0,0.0,-2.6999999999999886
2022-12-12 21:00:00,100980,0,90,4.4,269.25,90,100070,7.0,0.0,0.0,-2.5
2022-12-13 00:00:00,100940,8,100,4.1,268.25,85,100030,6.8,0.0,0.0,-2.6999999999999886
2022-12-13 03:00:00,100870,6,80,4.2,267.05,85,99960,6.2,0.0,0.0,-3.8999999999999773
2022-12-13 06:00:00,100810,8,70,4.8,266.75,86,99890,6.3,0.0,0.0,-4.399999999999977
2022-12-13 09:00:00,100860,0,80,5.0,267.05,85,99950,7.0,0.0,0.0,-3.8999999999999773
2022-12-13 12:00:00,100710,8,100,5.2,268.25,73,99810,9.2,0.0,0.0,-0.6999999999999886
2022-12-13 15:00:00,100510,6,100,4.0,268.65,73,99610,6.9,0.0,0.0,-0.19999999999998863
2022-12-13 18:00:00,100490,8,80,4.1,269.35,84,99590,6.8,0.0,0.0,-1.3999999999999773
2022-12-13 21:00:00,100310,6,90,3.3,268.95,83,99410,5.6,0.0,0.0,-1.6999999999999886
2022-12-14 00:00:00,100270,8,70,3.3,268.85,82,99370,5.4,0.0,0.0,-1.599999999999966
2022-12-14 03:00:00,100190,8,70,2.9,268.75,82,99290,4.3,0.0,0.0,-1.6999999999999886
2022-12-14 06:00:00,100170,8,50,2.2,268.95,85,99270,3.5,0.0,0.0,-2.0
2022-12-14 09:00:00,100290,3,20,1.6,268.55,90,99380,2.5,-0.1,-0.1,-3.1999999999999886
2022-12-14 12:00:00,100370,1,80,1.4,268.25,64,99480,3.0,0.0,0.0,1.2000000000000455
2022-12-14 15:00:00,100440,3,20,1.1,270.15,82,99540,1.9,0.0,0.0,-0.2999999999999545
2022-12-14 18:00:00,100540,3,90,1.7,270.75,87,99640,2.8,0.0,0.0,-0.5
2022-12-14 21:00:00,100660,1,50,1.5,269.65,92,99750,2.1,0.0,0.0,-2.3999999999999773
2022-12-15 00:00:00,100760,1,200,0.8,268.65,93,99850,2.2,0.0,0.0,-3.5
2022-12-15 03:00:00,100810,2,130,1.2,268.65,94,99900,2.7,0.0,0.0,-3.6999999999999886
2022-12-15 06:00:00,100810,4,100,1.5,268.45,94,99900,2.8,0.0,0.0,-3.8999999999999773
2022-12-15 09:00:00,100980,3,70,2.1,270.55,93,100070,3.4,-0.1,-0.1,-1.599999999999966
2022-12-15 12:00:00,100960,0,40,3.1,273.95,89,100070,4.5,0.0,0.0,2.400000000000034
2022-12-15 15:00:00,100840,5,20,4.1,273.55,90,99950,5.8,0.0,0.0,1.900000000000034
2022-12-15 18:00:00,101030,3,30,1.2,271.65,95,100120,2.1,0.0,0.0,-0.7999999999999545
2022-12-15 21:00:00,101120,1,330,3.5,269.65,96,100210,3.9,0.0,0.0,-3.0
2022-12-16 00:00:00,101130,0,320,2.5,269.95,96,100220,4.1,0.0,0.0,-2.6999999999999886
2022-12-16 03:00:00,101240,3,350,1.5,271.85,97,100330,3.6,0.0,0.0,-0.8999999999999773
2022-12-16 06:00:00,101420,1,360,0.9,271.25,97,100510,2.9,0.0,0.0,-1.5
2022-12-16 09:00:00,101670,3,350,0.6,271.35,97,100760,2.6,0.0,0.0,-1.3999999999999773
2022-12-16 12:00:00,101730,1,290,0.9,275.05,91,100830,1.7,0.0,0.0,3.2000000000000455
2022-12-16 15:00:00,101850,3,310,2.1,273.15,83,100950,3.3,0.0,0.0,2.6000000000000227
2022-12-16 18:00:00,102030,1,120,2.2,271.95,90,101120,3.1,0.0,0.0,0.20000000000004547
2022-12-16 21:00:00,102180,2,150,1.8,270.45,92,101260,3.1,0.0,0.0,-1.599999999999966
2022-12-17 00:00:00,102260,1,140,2.0,269.25,93,101340,3.2,0.0,0.0,-2.8999999999999773
2022-12-17 03:00:00,102350,2,180,0.7,267.15,90,101420,4.2,0.0,0.0,-4.599999999999966
2022-12-17 06:00:00,102410,3,150,2.2,266.45,92,101480,3.6,0.0,0.0,-5.599999999999966
2022-12-17 09:00:00,102560,3,150,3.2,266.95,92,101630,5.7,0.0,0.0,-5.099999999999966
2022-12-17 12:00:00,102560,0,150,4.3,269.55,96,101630,8.5,0.0,0.0,-3.099999999999966
2022-12-17 15:00:00,102550,5,140,4.1,269.85,95,101620,8.8,0.0,0.0,-2.599999999999966
2022-12-17 18:00:00,102600,3,140,5.3,269.15,94,101670,9.0,0.0,0.0,-3.1999999999999886
2022-12-17 21:00:00,102610,3,130,3.7,268.65,94,101680,8.2,0.0,0.0,-3.6999999999999886
2022-12-18 00:00:00,102530,8,120,5.0,268.05,95,101600,10.9,0.0,0.0,-4.399999999999977
2022-12-18 03:00:00,102420,8,130,4.3,267.55,94,101490,8.5,0.0,0.0,-4.7999999999999545
2022-12-18 06:00:00,102330,6,120,5.3,266.85,90,101400,9.9,0.0,0.0,-4.899999999999977
2022-12-18 09:00:00,102200,5,140,6.9,267.55,89,101270,12.3,0.0,0.0,-4.099999999999966
2022-12-18 12:00:00,102150,8,140,5.4,268.85,87,101230,10.0,0.0,0.0,-2.3999999999999773
2022-12-18 15:00:00,101900,6,140,7.5,270.75,88,100990,11.8,-0.1,-0.1,-0.6999999999999886
2022-12-18 18:00:00,101830,8,140,6.0,272.75,94,100920,10.3,0.6,1.2,0.5
2022-12-18 21:00:00,101640,8,150,6.0,275.35,96,100740,11.8,1.4,5.2,2.8000000000000114
2022-12-19 00:00:00,101540,6,160,3.4,277.95,93,100650,9.3,0.4,2.3,5.800000000000011
2022-12-19 03:00:00,101430,6,170,3.4,278.95,89,100550,11.2,0.2,1.8,7.5
2022-12-19 06:00:00,101450,1,170,3.2,278.85,85,100570,8.8,0.0,-0.1,8.100000000000023
2022-12-19 09:00:00,101540,3,180,3.6,279.95,89,100660,9.5,0.2,0.2,8.5
2022-12-19 12:00:00,101460,8,160,3.4,280.15,88,100580,10.2,-0.1,1.0,8.900000000000034
2022-12-19 15:00:00,101460,8,160,3.4,280.15,88,100580,10.2,-0.1,1.0,8.900000000000034
2022-12-19 18:00:00,101330,8,180,3.6,280.75,87,100460,11.8,0.0,0.0,9.700000000000045
2022-12-19 21:00:00,101360,2,180,2.6,280.65,80,100490,9.8,0.0,0.0,10.800000000000011
2022-12-20 00:00:00,101230,6,160,2.8,281.85,87,100360,8.5,0.0,0.2,10.800000000000011
2022-12-20 03:00:00,101120,8,160,3.7,281.25,84,100250,9.5,0.0,0.0,10.700000000000045
2022-12-20 06:00:00,101020,7,170,3.3,281.55,85,100150,8.4,0.2,0.2,10.800000000000011
2022-12-20 09:00:00,101050,3,180,2.2,282.55,92,100180,8.2,0.8,0.8,10.600000000000023
2022-12-20 12:00:00,101020,8,190,2.0,283.25,95,100150,8.1,0.6,1.8,10.900000000000034
2022-12-20 15:00:00,100990,5,260,2.4,282.65,96,100120,4.1,1.8,2.6,10.100000000000023
2022-12-20 18:00:00,101060,2,280,2.0,281.35,97,100190,3.0,1.0,6.3,8.600000000000023
2022-12-20 21:00:00,101150,1,160,0.9,281.05,98,100270,2.4,0.0,0.4,8.200000000000045
2022-12-21 00:00:00,101190,3,0,0.0,280.55,98,100310,1.3,0.0,0.0,7.7000000000000455
2022-12-21 03:00:00,101180,8,150,1.2,279.65,98,100300,2.1,0.0,0.0,6.800000000000011
2022-12-21 06:00:00,101180,5,190,1.7,279.35,98,100300,4.9,0.0,0.0,6.5
2022-12-21 09:00:00,101220,3,200,2.1,279.55,98,100340,6.4,-0.1,0.2,6.7000000000000455
2022-12-21 12:00:00,101040,8,160,2.4,280.95,92,100170,7.2,0.0,0.0,9.0
2022-12-21 15:00:00,100830,6,180,3.2,282.05,95,99960,9.0,0.2,1.2,9.700000000000045
2022-12-21 18:00:00,100710,7,160,2.2,282.05,96,99840,5.2,0.0,0.0,9.5
2022-12-21 21:00:00,100480,6,150,2.6,282.55,97,99620,4.8,0.4,0.4,9.900000000000034
2022-12-22 00:00:00,100340,8,160,1.2,282.75,98,99480,2.8,0.6,0.6,9.900000000000034
2022-12-22 03:00:00,100260,5,220,0.9,282.65,98,99400,2.8,4.1,6.5,9.800000000000011
2022-12-22 06:00:00,100700,1,260,3.7,281.35,98,99830,6.8,0.0,6.2,8.5
2022-12-22 09:00:00,100810,1,170,1.8,280.65,98,99940,4.1,-0.1,-0.1,7.800000000000011
2022-12-22 12:00:00,100730,8,230,3.1,283.55,98,99870,8.5,-0.1,0.8,10.700000000000045
2022-12-22 15:00:00,100570,6,210,2.3,283.15,94,99710,8.2,0.8,0.8,10.900000000000034
2022-12-22 18:00:00,100450,6,170,1.2,283.05,98,99590,3.6,-0.1,2.0,10.200000000000045
2022-12-22 21:00:00,100560,3,270,6.0,283.55,98,99700,9.1,0.4,0.4,10.700000000000045
2022-12-23 00:00:00,100690,1,260,6.1,282.85,95,99830,10.9,0.0,0.2,10.5
2022-12-23 03:00:00,100750,0,260,4.7,282.85,97,99880,8.0,0.2,0.2,10.200000000000045
2022-12-23 06:00:00,100600,8,160,1.2,282.75,98,99730,3.6,-0.1,1.8,9.900000000000034
2022-12-23 09:00:00,100300,6,170,2.7,284.45,99,99440,7.0,2.2,2.8,11.5
2022-12-23 12:00:00,100290,5,250,10.7,285.65,93,99440,18.2,0.6,1.6,13.600000000000023
2022-12-23 15:00:00,100450,2,250,11.0,283.45,84,99600,18.6,-0.1,-0.1,12.900000000000034
2022-12-23 18:00:00,100700,1,250,8.9,281.95,85,99840,17.8,0.0,0.0,11.200000000000045
2022-12-23 21:00:00,100940,1,250,5.8,282.45,87,100080,13.9,0.0,0.0,11.400000000000034
2022-12-24 00:00:00,101030,3,230,3.5,281.75,85,100160,8.8,0.0,0.2,11.0
2022-12-24 03:00:00,101150,1,240,3.2,281.65,87,100280,9.5,0.0,-0.1,10.600000000000023
2022-12-24 06:00:00,101230,3,240,2.7,282.05,88,100360,7.1,0.0,0.0,10.800000000000011
2022-12-24 09:00:00,101340,3,200,1.2,281.25,91,100470,5.3,0.0,0.0,9.5
2022-12-24 12:00:00,101380,0,230,2.7,283.05,84,100520,8.7,0.0,0.0,12.5
2022-12-24 15:00:00,101390,5,190,0.9,282.35,85,100520,4.7,0.0,0.0,11.600000000000023
2022-12-24 18:00:00,101420,2,180,1.4,282.55,94,100550,5.0,-0.1,-0.1,10.300000000000011
2022-12-24 21:00:00,101400,5,160,2.2,281.95,94,100530,4.5,0.0,-0.1,9.700000000000045
2022-12-25 00:00:00,101330,8,160,2.3,281.85,94,100460,5.5,0.0,0.0,9.600000000000023
2022-12-25 03:00:00,101290,5,140,3.2,282.05,94,100420,5.1,0.0,0.0,9.800000000000011
2022-12-25 06:00:00,101100,8,140,2.7,281.85,95,100230,5.0,-0.1,-0.1,9.5
2022-12-25 09:00:00,101060,8,130,2.8,282.05,97,100190,4.1,1.4,4.0,9.400000000000034
2022-12-25 12:00:00,100970,8,280,1.1,282.55,98,100100,2.5,1.2,2.2,9.700000000000045
2022-12-25 15:00:00,100900,7,150,2.2,282.25,98,100030,3.6,-0.1,1.0,9.400000000000034
2022-12-25 18:00:00,100940,1,160,1.8,282.35,98,100070,4.2,1.2,1.2,9.5
2022-12-25 21:00:00,101110,3,260,4.9,282.85,98,100240,7.2,0.2,0.2,10.0
2022-12-26 00:00:00,101280,3,210,1.3,280.75,97,100400,4.6,0.0,-0.1,8.0
2022-12-26 03:00:00,101300,3,210,1.7,281.45,98,100420,5.6,0.0,0.0,8.600000000000023
2022-12-26 06:00:00,101360,3,220,2.8,281.25,91,100490,9.4,0.0,0.0,9.5
2022-12-26 09:00:00,101580,3,260,7.2,281.55,93,100700,11.8,0.2,0.6,9.5
2022-12-26 12:00:00,101890,1,290,2.9,277.25,79,101000,7.2,-0.1,-0.1,7.5
2022-12-26 15:00:00,102080,3,260,3.2,277.15,84,101190,10.4,-0.1,-0.1,6.5
2022-12-26 18:00:00,102240,3,230,2.1,276.65,87,101350,12.2,0.4,0.4,5.5
2022-12-26 21:00:00,102420,1,230,3.0,277.35,89,101530,10.3,-0.1,-0.1,5.900000000000034
2022-12-27 00:00:00,102550,1,230,2.2,276.95,90,101650,9.6,0.0,0.4,5.300000000000011
2022-12-27 03:00:00,102630,1,200,1.7,276.55,93,101730,8.3,0.4,0.4,4.400000000000034
2022-12-27 06:00:00,102630,0,190,1.7,276.45,92,101730,5.5,0.0,0.2,4.5
2022-12-27 09:00:00,102660,3,160,1.9,276.35,92,101760,5.2,0.0,0.0,4.400000000000034
2022-12-27 12:00:00,102560,8,210,2.3,278.85,77,101680,7.7,0.0,0.0,9.5
2022-12-27 15:00:00,102360,6,190,2.3,277.65,77,101470,8.0,0.0,0.0,8.300000000000011
2022-12-27 18:00:00,102210,8,180,2.7,277.05,84,101320,8.8,0.0,0.0,6.400000000000034
2022-12-27 21:00:00,102010,6,190,2.6,278.15,84,101120,11.1,0.0,0.0,7.5
2022-12-28 00:00:00,101710,7,200,2.9,279.35,85,100830,10.9,0.0,-0.1,8.600000000000023
2022-12-28 03:00:00,101540,6,210,3.4,280.35,91,100660,11.6,-0.1,-0.1,8.600000000000023
2022-12-28 06:00:00,101400,7,200,3.2,280.45,89,100520,11.6,0.0,-0.1,9.0
2022-12-28 09:00:00,101240,7,190,3.3,280.65,88,100370,10.2,-0.1,-0.1,9.400000000000034
2022-12-28 12:00:00,100960,8,200,4.2,280.45,80,100090,12.9,0.0,0.0,10.600000000000023
2022-12-28 15:00:00,100530,6,180,4.3,281.45,91,99660,16.0,-0.1,0.2,9.700000000000045
2022-12-28 18:00:00,100390,8,200,3.9,282.35,91,99530,12.6,-0.1,0.2,10.600000000000023
2022-12-28 21:00:00,100260,8,200,3.4,282.25,87,99400,11.6,0.0,-0.1,11.200000000000045
2022-12-29 00:00:00,100180,6,210,3.4,281.65,83,99320,13.8,0.0,0.0,11.300000000000011
2022-12-29 03:00:00,100180,5,230,5.3,279.85,79,99320,15.1,0.0,-0.1,10.200000000000045
2022-12-29 06:00:00,100290,3,240,6.7,278.25,72,99430,16.7,0.0,0.0,9.900000000000034
2022-12-29 09:00:00,100560,3,240,5.3,278.65,76,99690,15.2,0.0,0.0,9.5
2022-12-29 12:00:00,100740,1,240,5.5,279.05,78,99870,20.0,-0.1,-0.1,9.600000000000023
2022-12-29 15:00:00,100820,3,240,5.0,278.05,75,99950,13.5,-0.1,-0.1,9.100000000000023
2022-12-29 18:00:00,101000,2,230,2.6,277.25,82,100120,8.2,0.0,0.2,7.0
2022-12-29 21:00:00,101110,1,200,1.4,276.15,86,100220,5.3,0.0,0.0,5.2000000000000455
2022-12-30 00:00:00,101130,0,200,1.8,276.35,90,100240,6.0,0.0,0.0,4.7000000000000455
2022-12-30 03:00:00,101050,6,160,2.5,276.75,92,100160,6.0,0.0,0.0,4.800000000000011
2022-12-30 06:00:00,100680,7,150,5.0,278.05,92,99800,9.0,0.0,0.0,6.100000000000023
2022-12-30 09:00:00,100240,8,150,5.9,279.55,92,99370,14.5,0.2,0.2,7.600000000000023
2022-12-30 12:00:00,99760,6,180,4.6,282.45,95,98900,19.6,0.6,6.7,10.100000000000023
2022-12-30 15:00:00,99920,3,230,4.5,285.55,94,99070,12.9,0.2,0.6,13.300000000000011
2022-12-30 18:00:00,100210,1,240,4.5,284.95,90,99360,11.6,-0.1,0.2,13.400000000000034
2022-12-30 21:00:00,100350,1,200,2.6,285.15,92,99500,9.4,-0.1,-0.1,13.300000000000011
2022-12-31 00:00:00,100390,3,240,2.4,284.45,96,99530,9.2,1.8,2.8,11.900000000000034
2022-12-31 03:00:00,100400,3,210,5.7,286.05,85,99550,18.2,-0.1,0.8,15.400000000000034
2022-12-31 06:00:00,100550,3,210,4.5,286.25,88,99700,15.1,0.6,0.8,15.100000000000023
2022-12-31 09:00:00,100700,1,200,3.9,285.85,85,99850,16.8,-0.1,-0.1,15.200000000000045
2022-12-31 12:00:00,100780,0,190,3.7,285.25,80,99930,15.1,0.0,-0.1,15.5
2022-12-31 15:00:00,100680,8,170,3.1,283.25,73,99830,11.6,0.0,0.0,14.900000000000034
2022-12-31 18:00:00,100710,3,180,3.4,280.45,61,99860,11.4,0.0,0.0,14.700000000000045
2022-12-31 21:00:00,100840,3,200,3.8,280.55,58,99990,16.2,0.0,0.0,15.600000000000023
2023-01-01 00:00:00,100970,3,190,3.2,280.55,67,100110,10.0,-0.1,-0.1,13.400000000000034
2023-01-01 03:00:00,101080,3,220,3.5,281.65,69,100220,12.9,0.0,0.0,14.100000000000023
2023-01-01 06:00:00,101260,1,210,2.6,281.65,77,100400,8.9,-0.1,-0.1,12.400000000000034
2023-01-01 09:00:00,101480,1,190,2.3,281.55,82,100610,6.3,0.0,0.0,11.400000000000034
2023-01-01 12:00:00,101420,8,180,2.3,281.85,76,100560,8.5,0.0,0.0,12.800000000000011
2023-01-01 15:00:00,101340,6,170,2.7,282.75,91,100470,8.9,1.0,1.2,11.0
2023-01-01 18:00:00,101070,6,150,4.3,283.15,94,100200,9.4,0.2,2.2,10.900000000000034
2023-01-01 21:00:00,100940,7,160,2.8,282.95,89,100080,6.6,0.0,-0.1,11.600000000000023
2023-01-02 00:00:00,100940,4,190,2.6,283.05,82,100080,7.5,0.0,0.0,12.900000000000034
2023-01-02 03:00:00,101250,3,270,4.8,281.75,95,100380,8.8,-0.1,0.4,9.400000000000034
2023-01-02 06:00:00,101500,3,240,2.1,281.15,95,100620,7.8,0.2,0.2,8.800000000000011
2023-01-02 09:00:00,101680,3,200,1.1,280.35,96,100800,3.7,0.0,0.4,7.800000000000011
